EV18321872,1,2016/7/6,@j搔P靴鳓抄そq,89326613,BFK0005,u}玻~B0005,,1,1000,莱|,"28,571","1,429",30000,,,,,,,,,,,Y,t参
EV18321872,2,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,3,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,4,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,5,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,6,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,7,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,8,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,9,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,10,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,11,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,12,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,13,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,14,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,15,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,16,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,17,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,18,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,19,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,20,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,21,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,22,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,23,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,24,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,25,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,26,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,27,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,28,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,29,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
EV18321872,30,,,,BFK0005,u}玻~B0005,,1,1000,,,,,,,,,,,,,,,,t参
